Date	Time	u_ref	t_ref	d_ref	precip	Qpar	t_canopy	d_canopy	p_atm	CO2_atm	Ts0	Tsurf	Troot	Zw	xylemScalar	NEEobs	Ec
2012079	11	2.598334	1.748	0.498972034	0	1661.664	1.748	0.498972034	81	390	1.748	6.049377568	3.915268083	10	1	-999	-999
2012079	11.5	2.788333	1.878	0.495130726	0	1914.288	1.878	0.495130726	81	390	1.878	6.109607444	3.915567454	10	1	-999	-999
2012079	12	3.198334	1.713	0.488225109	0	1985.424	1.713	0.488225109	81	390	1.713	6.030665792	3.915714322	10	1	-999	-999
2012079	12.5	3.208333	2.028	0.50518971	0	1469.232	2.028	0.50518971	81	390	2.028	6.177420503	3.915819563	10	1	-999	-999
2012079	13	2.501667	0.737	0.459084132	0	1569.552	0.737	0.459084132	81	390	0.737	5.568107276	3.915685996	10	1	-999	-999
2012079	13.5	2.973333	1.337	0.489310917	0	1973.568	1.337	0.489310917	81	390	1.337	5.847221669	3.915483482	10	1	-999	-999
2012079	14	3.246666	2.347	0.545666334	0	1241.232	2.347	0.545666334	81	390	2.347	6.319287794	3.915417842	10	1	-999	-999
2012079	14.5	3.703334	2.08	0.553035796	0	1090.752	2.08	0.553035796	81	390	2.08	6.190967844	3.915264414	10	1	-999	-999
2012079	15	2.605	1.033	0.47486571	0	1365.264	1.033	0.47486571	81	390	1.033	5.695829146	3.914887673	10	1	-999	-999
2012079	15.5	4.423333	1.685	0.530963249	0	1136.352	1.685	0.530963249	81	390	1.685	5.9999562	3.914630297	10	1	-999	-999
2012079	16	2.885	1.633	0.495606345	0	912	1.633	0.495606345	81	390	1.633	5.973688649	3.914377362	10	1	-999	-999
2012079	16.5	3.216666	1.013	0.450182551	0	783.408	1.013	0.450182551	81	390	1.013	5.680487566	3.914060602	10	1	-999	-999
2012079	17	3.315	0.625	0.435404301	0	527.136	0.625	0.435404301	81	390	0.625	5.496715526	3.913799517	10	1	-999	-999
2012079	17.5	2.433333	-0.258	0.370583351	0	273.6	-0.258	0.370583351	81	390	-0.258	5.080163157	3.913439663	10	1	-999	-999
2012079	18	1.973333	-1.48	0.310071877	0	52.896	-1.48	0.310071877	81	390	-1.48	4.503926392	3.912909279	10	1	-999	-999
2012079	18.5	1.435	-2.537	0.286165211	0	1.824	-2.537	0.286165211	81	390	-2.537	4.005061197	3.912316597	10	1	-999	-999
2012079	19	1.198333	-3.09	0.274832694	0	-0.912	-3.09	0.274832694	81	390	-3.09	3.742931882	3.911768715	10	1	-999	-999
2012079	19.5	1.476667	-3.415	0.262730347	0	0	-3.415	0.262730347	81	390	-3.415	3.588358083	3.911262447	10	1	-999	-999
2012079	20	1.435	-3.422	0.272915447	0	0	-3.422	0.272915447	81	390	-3.422	3.583456961	3.910719265	10	1	-999	-999
2012079	20.5	2.35	-3.268	0.264797553	0	0	-3.268	0.264797553	81	390	-3.268	3.654957363	3.910165766	10	1	-999	-999
2012079	21	3.185	-3.118	0.262875792	0	0	-3.118	0.262875792	81	390	-3.118	3.724916071	3.909666638	10	1	-999	-999
2012079	21.5	1.96	-2.92	0.274319595	0	0	-2.92	0.274319595	81	390	-2.92	3.817737875	3.90931156	10	1	-999	-999
2012079	22	1.873333	-2.675	0.280131117	0	0	-2.675	0.280131117	81	390	-2.675	3.932985228	3.909083966	10	1	-999	-999
2012079	22.5	1	-3.158	0.251565075	0	0	-3.158	0.251565075	81	390	-3.158	3.705743254	3.90881608	10	1	-999	-999
2012079	23	1.663333	-3.277	0.238094795	0	0	-3.277	0.238094795	81	390	-3.277	3.649721473	3.908616362	10	1	-999	-999
2012079	23.5	1.008333	-3.618	0.225913598	0	0	-3.618	0.225913598	81	390	-3.618	3.488993618	3.908325965	10	1	-999	-999
2012080	0	1.623333	-3.268	0.224406386	0	0	-3.268	0.224406386	81	390	-3.268	3.653278629	3.908082057	10	1	-999	-999
2012080	0.5	2.05	-3.1	0.22510494	0	0	-3.1	0.22510494	81	390	-3.1	3.73208422	3.907805847	10	1	-999	-999
2012080	1	2.435	-3.152	0.221053737	0	0	-3.152	0.221053737	81	390	-3.152	3.707349554	3.907648979	10	1	-999	-999
2012080	1.5	3.061667	-3.508	0.205183297	0	0	-3.508	0.205183297	81	390	-3.508	3.539387967	3.907578376	10	1	-999	-999
2012080	2	3.183333	-3.802	0.195416147	0	0	-3.802	0.195416147	81	390	-3.802	3.40031041	3.907408042	10	1	-999	-999
2012080	2.5	4.881668	-3.517	0.211061875	0	0	-3.517	0.211061875	81	390	-3.517	3.533706698	3.907011561	10	1	-999	-999
2012080	3	2.743333	-3.718	0.207556434	0	0	-3.718	0.207556434	81	390	-3.718	3.438425034	3.906513408	10	1	-999	-999
2012080	3.5	2.213333	-3.732	0.222275959	0	0	-3.732	0.222275959	81	390	-3.732	3.431003361	3.906050218	10	1	-999	-999
2012080	4	1.55	-4.225	0.223781244	0	0	-4.225	0.223781244	81	390	-4.225	3.19734304	3.905821559	10	1	-999	-999
2012080	4.5	0.995	-4.66	0.211176849	0	0	-4.66	0.211176849	81	390	-4.66	2.990589463	3.905788291	10	1	-999	-999
2012080	5	0.7533332	-5.002	0.178922319	0	0	-5.002	0.178922319	81	390	-5.002	2.827936203	3.905794799	10	1	-999	-999
2012080	5.5	0.7783334	-4.713	0.194521548	0	0	-4.713	0.194521548	81	390	-4.713	2.962449364	3.906010154	10	1	-999	-999
2012080	6	0.9399999	-4.443	0.215432534	0	3.648	-4.443	0.215432534	81	390	-4.443	3.088240934	3.906268268	10	1	-999	-999
2012080	6.5	2.775001	-3.007	0.284173719	0	44.688	-3.007	0.284173719	81	390	-3.007	3.763196121	3.906841599	10	1	-999	-999
2012080	7	2.316667	-2.705	0.290537161	0	138.624	-2.705	0.290537161	81	390	-2.705	3.905504876	3.907529124	10	1	-999	-999
2012080	7.5	1.69	-2.772	0.274700277	0	199.728	-2.772	0.274700277	81	390	-2.772	3.873745953	3.908107125	10	1	-999	-999
2012080	8	1.536667	-2.705	0.259648636	0	262.656	-2.705	0.259648636	81	390	-2.705	3.904198106	3.908221294	10	1	-999	-999
2012080	8.5	1.886667	-2.723	0.242047422	0	228	-2.723	0.242047422	81	390	-2.723	3.895225928	3.907947214	10	1	-999	-999
2012080	9	2.971667	-2.355	0.264251279	0	341.088	-2.355	0.264251279	81	390	-2.355	4.067704926	3.907820881	10	1	-999	-999
2012080	9.5	2.86	-0.547	0.341024242	0	1195.632	-0.547	0.341024242	81	390	-0.547	4.918618938	3.908078084	10	1	-999	-999
2012080	10	4.58	0.952	0.430303945	0	1468.32	0.952	0.430303945	81	390	0.952	5.626198356	3.908587772	10	1	-999	-999
2012080	10.5	4.196667	2.072	0.472423462	0	1643.424	2.072	0.472423462	81	390	2.072	6.156424081	3.909166041	10	1	-999	-999
2012080	11	4.710001	3.035	0.515161636	0	1751.04	3.035	0.515161636	81	390	3.035	6.613206378	3.909770991	10	1	-999	-999
2012080	11.5	4.575	3.425	0.530814154	0	1816.704	3.425	0.530814154	81	390	3.425	6.801246221	3.910374615	10	1	-999	-999
2012080	12	4.438333	3.833	0.544311925	0	1820.352	3.833	0.544311925	81	390	3.833	6.997705188	3.910865503	10	1	-999	-999
2012080	12.5	3.918334	4.54	0.579516167	0	1854.096	4.54	0.579516167	81	390	4.54	7.334672799	3.911374097	10	1	-999	-999
2012080	13	3.945	5.038	0.617689729	0	1845.888	5.038	0.617689729	81	390	5.038	7.571717018	3.91193101	10	1	-999	-999
2012080	13.5	3.658333	5.542	0.644232996	0	1857.744	5.542	0.644232996	81	390	5.542	7.810887309	3.912471622	10	1	-999	-999
2012080	14	3.733333	5.896	0.662782838	0	1708.176	5.896	0.662782838	81	390	5.896	7.978920352	3.913036523	10	1	-999	-999
2012080	14.5	4.451666	5.417	0.628168025	0	915.648	5.417	0.628168025	81	390	5.417	7.755185612	3.913506098	10	1	-999	-999
2012080	15	3.61	3.792	0.505188245	0	414.048	3.792	0.505188245	81	390	3.792	6.991191893	3.913611033	10	1	-999	-999
2012080	15.5	3.122499	3.238	0.46394006	0	285.456	3.238	0.46394006	81	390	3.238	6.73072663	3.913591252	10	1	-999	-999
2012080	16	2.549167	3.342	0.48461022	0	211.584	3.342	0.48461022	81	390	3.342	6.779777012	3.913635695	10	1	-999	-999
2012080	16.5	2.079167	3.408	0.486888565	0	448.704	3.408	0.486888565	81	390	3.408	6.811482098	3.913705456	10	1	-999	-999
2012080	17	2.875	5.561	0.639460112	0	593.712	5.561	0.639460112	81	390	5.561	7.826866124	3.914329788	10	1	-999	-999
2012080	17.5	3.4925	5.57	0.654297713	0	293.664	5.57	0.654297713	81	390	5.57	7.83547221	3.915232836	10	1	-999	-999
2012080	18	2.894167	4.625	0.607773994	0	50.16	4.625	0.607773994	81	390	4.625	7.395503691	3.916055019	10	1	-999	-999
2012080	18.5	1.864166	3.397	0.544093832	0	2.736	3.397	0.544093832	81	390	3.397	6.821667076	3.916684666	10	1	-999	-999
2012080	19	1.508334	2.612	0.505011672	0	0	2.612	0.505011672	81	390	2.612	6.455352439	3.917161	10	1	-999	-999
2012080	19.5	1.11	2.04	0.474537691	0	0	2.04	0.474537691	81	390	2.04	6.188624468	3.917772185	10	1	-999	-999
2012080	20	1.186667	1.89	0.469505433	0	0	1.89	0.469505433	81	390	1.89	6.120055733	3.918423952	10	1	-999	-999
2012080	20.5	1.535	1.764	0.464466483	0	0	1.764	0.464466483	81	390	1.764	6.063322324	3.919145102	10	1	-999	-999
2012080	21	1.226667	1.427	0.445638904	0	0	1.427	0.445638904	81	390	1.427	5.907495593	3.919770578	10	1	-999	-999
2012080	21.5	1.375833	1.267	0.436106309	0	-0.912	1.267	0.436106309	81	390	1.267	5.834712892	3.920255308	10	1	-999	-999
2012080	22	1.432499	1.049	0.436127491	0	-0.912	1.049	0.436127491	81	390	1.049	5.734531083	3.920793707	10	1	-999	-999
2012080	22.5	1.491666	0.407	0.420696121	0	0	0.407	0.420696121	81	390	0.407	5.434633658	3.921275728	10	1	-999	-999
2012080	23	1.234167	-0.036	0.409463863	0	0	-0.036	0.409463863	81	390	-0.036	5.227773386	3.921684698	10	1	-999	-999
2012080	23.5	1.2775	-0.443	0.393644682	0	0	-0.443	0.393644682	81	390	-0.443	5.037390166	3.922075334	10	1	-999	-999
2012081	0	1.605833	-0.32	0.39486928	0	-0.912	-0.32	0.39486928	81	390	-0.32	5.096319145	3.922591403	10	1	-999	-999
2012081	0.5	0.9958333	-0.959	0.364973988	0	-1.824	-0.959	0.364973988	81	390	-0.959	4.796808369	3.922986192	10	1	-999	-999
2012081	1	1.1175	-1.203	0.348310671	0	-0.912	-1.203	0.348310671	81	390	-1.203	4.682736619	3.923315661	10	1	-999	-999
2012081	1.5	1.394167	-1.316	0.333168196	0	0	-1.316	0.333168196	81	390	-1.316	4.630060561	3.923682359	10	1	-999	-999
2012081	2	1.126667	-1.813	0.311429563	0	0	-1.813	0.311429563	81	390	-1.813	4.396454078	3.924097013	10	1	-999	-999
2012081	2.5	1.2	-2.463	0.288418865	0	-0.912	-2.463	0.288418865	81	390	-2.463	4.090488737	3.924461221	10	1	-999	-999
2012081	3	1.368333	-3.392	0.254862737	0	0	-3.392	0.254862737	81	390	-3.392	3.652635522	3.924770398	10	1	-999	-999
2012081	3.5	1.465	-3.482	0.254309135	0	0	-3.482	0.254309135	81	390	-3.482	3.60889836	3.925087857	10	1	-999	-999
2012081	4	1.120833	-3.513	0.247408398	0	0	-3.513	0.247408398	81	390	-3.513	3.592878432	3.925553838	10	1	-999	-999
2012081	4.5	1.648333	-2.842	0.259147615	0	0	-2.842	0.259147615	81	390	-2.842	3.907436155	3.92597273	10	1	-999	-999
2012081	5	1.663333	-2.647	0.274394904	0	-0.912	-2.647	0.274394904	81	390	-2.647	3.998575309	3.926258731	10	1	-999	-999
2012081	5.5	1.758333	-3.213	0.248284263	0	-0.912	-3.213	0.248284263	81	390	-3.213	3.731560533	3.926826805	10	1	-999	-999
2012081	6	2.130834	-3.248	0.241072956	0	4.56	-3.248	0.241072956	81	390	-3.248	3.714073303	3.927421112	10	1	-999	-999
2012081	6.5	1.973333	-3.027	0.252798422	0	103.056	-3.027	0.252798422	81	390	-3.027	3.81722104	3.927960674	10	1	-999	-999
2012081	7	2.103333	-1.717	0.296920661	0	288.192	-1.717	0.296920661	81	390	-1.717	4.433290318	3.928811388	10	1	-999	-999
2012081	7.5	1.605833	0.189	0.367913021	0	523.488	0.189	0.367913021	81	390	0.189	5.330895673	3.929973124	10	1	-999	-999
2012081	8	2.261666	1.115	0.408517328	0	761.52	1.115	0.408517328	81	390	1.115	5.768681347	3.931114959	10	1	-999	-999
2012081	8.5	2.665833	2.049	0.446048718	0	986.784	2.049	0.446048718	81	390	2.049	6.210799429	3.932385427	10	1	-999	-999
2012081	9	2.954167	2.883	0.488032024	0	1184.688	2.883	0.488032024	81	390	2.883	6.606056827	3.933596891	10	1	-999	-999
2012081	9.5	2.411667	4.014	0.545220138	0	1362.528	4.014	0.545220138	81	390	4.014	7.141024121	3.934740744	10	1	-999	-999
2012081	10	1.37963	6.64	0.675483856	0	1517.568	6.64	0.675483856	81	390	6.64	8.381077691	3.936160322	10	1	-999	-999
2012081	10.5	1.76338	6.228	0.663481429	0	1647.072	6.228	0.663481429	81	390	6.228	8.192290983	3.93735938	10	1	-999	-999
2012081	11	1.463333	7.146	0.709152256	0	1763.808	7.146	0.709152256	81	390	7.146	8.627478777	3.938578607	10	1	-999	-999
2012081	11.5	1.559167	8.08	0.762432925	0	1834.944	8.08	0.762432925	81	390	8.08	9.069638951	3.939893514	10	1	-999	-999
2012081	12	1.680833	8.61	0.800108905	0	1868.688	8.61	0.800108905	81	390	8.61	9.321579373	3.941336414	10	1	-999	-999
2012081	12.5	1.635833	9.77	0.879767858	0	1870.512	9.77	0.879767858	81	390	9.77	9.869176823	3.943010136	10	1	-999	-999
2012081	13	1.974167	10.39	0.927479779	0	1846.8	10.39	0.927479779	81	390	10.39	10.1626373	3.944850875	10	1	-999	-999
2012081	13.5	1.410833	10.99	0.970152107	0	1788.432	10.99	0.970152107	81	390	10.99	10.4455751	3.946814276	10	1	-999	-999
2012081	14	1.8225	11.48	1.003902051	0	1690.848	11.48	1.003902051	81	390	11.48	10.67644764	3.948816784	10	1	-999	-999
2012081	14.5	1.888334	12.41	1.073515624	0	1562.256	12.41	1.073515624	81	390	12.41	11.11439679	3.950905557	10	1	-999	-999
2012081	15	1.659167	13.02	1.120678244	0	1403.568	13.02	1.120678244	81	390	13.02	11.40266934	3.95305301	10	1	-999	-999
2012081	15.5	1.501667	13.65	1.167397765	0	1216.608	13.65	1.167397765	81	390	13.65	11.70034868	3.95539294	10	1	-999	-999
2012081	16	3.13	13.31	1.130810129	0	960.336	13.31	1.130810129	81	390	13.31	11.54145128	3.957717906	10	1	-999	-999
2012081	16.5	2.390833	13.3	1.12362626	0	771.552	13.3	1.12362626	81	390	13.3	11.53803508	3.960040819	10	1	-999	-999
2012081	17	1.954166	13.33	1.116019079	0	528.96	13.33	1.116019079	81	390	13.33	11.55367717	3.962253501	10	1	-999	-999
2012081	17.5	1.826666	13.09	1.082298229	0	284.544	13.09	1.082298229	81	390	13.09	11.44308623	3.964278917	10	1	-999	-999
2012081	18	2.064167	11.97	0.980825246	0	51.072	11.97	0.980825246	81	390	11.97	10.91882172	3.966103603	10	1	-999	-999
2012081	18.5	1.4175	10.26	0.856537135	0	2.736	10.26	0.856537135	81	390	10.26	10.11694439	3.967663761	10	1	-999	-999
2012081	19	0.9641667	9.17	0.781850908	0	-1.824	9.17	0.781850908	81	390	9.17	9.606253657	3.96903594	10	1	-999	-999
2012081	19.5	1.703334	9.04	0.770231176	0	-0.912	9.04	0.770231176	81	390	9.04	9.54666591	3.970401075	10	1	-999	-999
2012081	20	1.593333	8.97	0.762286333	0	-1.824	8.97	0.762286333	81	390	8.97	9.515257416	3.971801613	10	1	-999	-999
2012081	20.5	1.495834	8.38	0.718999331	0	-1.824	8.38	0.718999331	81	390	8.38	9.239080565	3.973275024	10	1	-999	-999
2012081	21	0.8	7.379	0.647957022	0	-1.824	7.379	0.647957022	81	390	7.379	8.768805743	3.974525105	10	1	-999	-999
2012081	21.5	1.196667	6.196	0.573434936	0	-0.912	6.196	0.573434936	81	390	6.196	8.211887643	3.975660511	10	1	-999	-999
2012081	22	1.229167	6.39	0.570222351	0	-1.824	6.39	0.570222351	81	390	6.39	8.302363133	3.9768897	10	1	-999	-999
2012081	22.5	1.289167	5.294	0.502471754	0	0	5.294	0.502471754	81	390	5.294	7.786680245	3.978010425	10	1	-999	-999
2012081	23	1.520834	5.409	0.502580569	0	-0.912	5.409	0.502580569	81	390	5.409	7.840493732	3.979326642	10	1	-999	-999
2012081	23.5	1.5175	4.903	0.466385477	0	-0.912	4.903	0.466385477	81	390	4.903	7.601949908	3.980573541	10	1	-999	-999
2012082	0	1.57	4.842	0.463333348	0	-0.912	4.842	0.463333348	81	390	4.842	7.571915726	3.982191186	10	1	-999	-999
2012082	0.5	1.4	4.743	0.46956287	0	-1.824	4.743	0.46956287	81	390	4.743	7.523912717	3.98401052	10	1	-999	-999
2012082	1	1.47	3.822	0.410554544	0	-0.912	3.822	0.410554544	81	390	3.822	7.088688704	3.985611472	10	1	-999	-999
2012082	1.5	1.469167	4.585	0.439062845	0	-0.912	4.585	0.439062845	81	390	4.585	7.445671925	3.987334422	10	1	-999	-999
2012082	2	0.9433334	4.571	0.466358816	0	-0.912	4.571	0.466358816	81	390	4.571	7.437540583	3.989134336	10	1	-999	-999
2012082	2.5	1.309167	3.989	0.456759591	0	-0.912	3.989	0.456759591	81	390	3.989	7.161960833	3.990853075	10	1	-999	-999
2012082	3	1.714167	2.825	0.382058896	0	0	2.825	0.382058896	81	390	2.825	6.612872589	3.992403777	10	1	-999	-999
2012082	3.5	2.104167	3.155	0.369106261	0	-0.912	3.155	0.369106261	81	390	3.155	6.766834602	3.994096053	10	1	-999	-999
2012082	4	0.7599999	3.437	0.388224585	0	-1.824	3.437	0.388224585	81	390	3.437	6.89912087	3.99593891	10	1	-999	-999
2012082	4.5	1.33	2.019	0.332768379	0	0	2.019	0.332768379	81	390	2.019	6.231871224	3.997564902	10	1	-999	-999
2012082	5	1.963333	2.275	0.335715392	0	0	2.275	0.335715392	81	390	2.275	6.35158313	3.999271733	10	1	-999	-999
2012082	5.5	2.374166	2.818	0.359600472	0	0	2.818	0.359600472	81	390	2.818	6.606812502	4.001008319	10	1	-999	-999
2012082	6	1.5275	2.659	0.358889575	0	7.296	2.659	0.358889575	81	390	2.659	6.53092096	4.002683988	10	1	-999	-999
2012082	6.5	2.0925	3.734	0.403251512	0	85.728	3.734	0.403251512	81	390	3.734	7.036666521	4.004525152	10	1	-999	-999
2012082	7	1.455833	3.808	0.412524632	0	199.728	3.808	0.412524632	81	390	3.808	7.071739845	4.006311231	10	1	-999	-999
2012082	7.5	1.805833	5.029	0.460968856	0	533.52	5.029	0.460968856	81	390	5.029	7.645190791	4.008261775	10	1	-999	-999
2012082	8	2.013333	6.436	0.543907251	0	769.728	6.436	0.543907251	81	390	6.436	8.306265825	4.010407429	10	1	-999	-999
2012082	8.5	1.0575	8.13	0.633535123	0	993.168	8.13	0.633535123	81	390	8.13	9.104027076	4.012771216	10	1	-999	-999
2012082	9	1.346667	9.33	0.71518199	0	1191.984	9.33	0.71518199	81	390	9.33	9.669778356	4.015231927	10	1	-999	-999
2012082	9.5	1.5275	10.07	0.774254105	0	1371.648	10.07	0.774254105	81	390	10.07	10.01912162	4.01770635	10	1	-999	-999
2012082	10	1.6375	10.81	0.825315685	0	1524.864	10.81	0.825315685	81	390	10.81	10.36846488	4.020129005	10	1	-999	-999
2012082	10.5	1.738333	11.47	0.874612077	0	1648.896	11.47	0.874612077	81	390	11.47	10.68042571	4.022503176	10	1	-999	-999
2012082	11	1.291667	12.7	0.969741359	0	1761.984	12.7	0.969741359	81	390	12.7	11.26079813	4.025052712	10	1	-999	-999
2012082	11.5	1.57	13.58	1.058969112	0	1834.032	13.58	1.058969112	81	390	13.58	11.67721248	4.027671706	10	1	-999	-999
2012082	12	1.325	14.22	1.110379954	0	1867.776	14.22	1.110379954	81	390	14.22	11.98072579	4.030345427	10	1	-999	-999
2012082	12.5	1.951667	15.37	1.206104238	0	1871.424	15.37	1.206104238	81	390	15.37	12.52412689	4.033337	10	1	-999	-999
2012082	13	1.956666	15.21	1.192029219	0	1841.328	15.21	1.192029219	81	390	15.21	12.45106522	4.036179336	10	1	-999	-999
2012082	13.5	2.199167	15.44	1.191976763	0	1783.872	15.44	1.191976763	81	390	15.44	12.56112758	4.039066668	10	1	-999	-999
2012082	14	2.799166	15.94	1.23990409	0	1686.288	15.94	1.23990409	81	390	15.94	12.79845078	4.042100794	10	1	-999	-999
2012082	14.5	3.054999	15.85	1.240705822	0	1554.048	15.85	1.240705822	81	390	15.85	12.75782833	4.045095597	10	1	-999	-999
2012082	15	2.846667	16.14	1.255564102	0	1396.272	16.14	1.255564102	81	390	16.14	12.8958174	4.048161984	10	1	-999	-999
2012082	15.5	2.79	16.79	1.314902295	0	1215.696	16.79	1.314902295	81	390	16.79	13.20295247	4.051326077	10	1	-999	-999
2012082	16	2.718334	17.49	1.409191223	0	1008.672	17.49	1.409191223	81	390	17.49	13.53402053	4.05466943	10	1	-999	-999
2012082	16.5	2.959167	18.08	1.492124478	0	780.672	18.08	1.492124478	81	390	18.08	13.81364001	4.058239401	10	1	-999	-999
2012082	17	1.915	18.33	1.505935643	0	538.08	18.33	1.505935643	81	390	18.33	13.93377478	4.061931586	10	1	-999	-999
2012082	17.5	1.795	17.66	1.452587053	0	300.96	17.66	1.452587053	81	390	17.66	13.62218592	4.065628743	10	1	-999	-999
2012082	18	2.023333	16.21	1.339076204	0	50.16	16.21	1.339076204	81	390	16.21	12.94405533	4.069179164	10	1	-999	-999
2012082	18.5	1.883333	14.16	1.161210224	0	2.736	14.16	1.161210224	81	390	14.16	11.98416157	4.072493426	10	1	-999	-999
2012082	19	1.5825	12.9	1.061608068	0	-1.824	12.9	1.061608068	81	390	12.9	11.39557656	4.07571689	10	1	-999	-999
2012082	19.5	1.328333	12.03	1.002208023	0	-1.824	12.03	1.002208023	81	390	12.03	10.99047776	4.078831472	10	1	-999	-999
2012082	20	1.240833	11.87	0.999717836	0	-0.912	11.87	0.999717836	81	390	11.87	10.91977023	4.081961542	10	1	-999	-999
2012082	20.5	1.435833	11.09	0.936305536	0	-1.824	11.09	0.936305536	81	390	11.09	10.55642642	4.085021819	10	1	-999	-999
2012082	21	1.198334	10.54	0.893567042	0	-1.824	10.54	0.893567042	81	390	10.54	10.3011344	4.088058133	10	1	-999	-999
2012082	21.5	1.098333	10.73	0.937105727	0	-0.912	10.73	0.937105727	81	390	10.73	10.39376533	4.091166886	10	1	-999	-999
2012082	22	1.156667	10.59	0.967496711	0	-1.824	10.59	0.967496711	81	390	10.59	10.33140938	4.094196173	10	1	-999	-999
2012082	22.5	1.305834	10.47	0.980933126	0	-1.824	10.47	0.980933126	81	390	10.47	10.27849742	4.09736979	10	1	-999	-999
2012082	23	0.9866666	8.44	0.825675662	0	-1.824	8.44	0.825675662	81	390	8.44	9.326168242	4.100310162	10	1	-999	-999
2012082	23.5	1.590834	8.2	0.787500916	0	-0.912	8.2	0.787500916	81	390	8.2	9.214645428	4.103268334	10	1	-999	-999
2012083	0	1.565	8.16	0.752472321	0	0	8.16	0.752472321	81	390	8.16	9.197165051	4.106220028	10	1	-999	-999
2012083	0.5	1.588334	8.16	0.729798386	0	-1.824	8.16	0.729798386	81	390	8.16	9.198812463	4.109196205	10	1	-999	-999
2012083	1	0.8074998	7.23	0.681564172	0	-0.912	7.23	0.681564172	81	390	7.23	8.762786768	4.112045405	10	1	-999	-999
2012083	1.5	0.7091667	7.869	0.737148413	0	-1.824	7.869	0.737148413	81	390	7.869	9.064226867	4.115007071	10	1	-999	-999
2012083	2	1.086667	7.004	0.676518655	0	-1.824	7.004	0.676518655	81	390	7.004	8.658226545	4.117933366	10	1	-999	-999
2012083	2.5	1.25	6.953	0.668167458	0	0	6.953	0.668167458	81	390	6.953	8.634749706	4.120899738	10	1	-999	-999
2012083	3	1.375833	6.355	0.62056745	0	-1.824	6.355	0.62056745	81	390	6.355	8.353796047	4.123800675	10	1	-999	-999
2012083	3.5	1.501667	6.091	0.596953553	0	-1.824	6.091	0.596953553	81	390	6.091	8.231134853	4.126609671	10	1	-999	-999
2012083	4	1.221666	6.825	0.63988009	0	0	6.825	0.63988009	81	390	6.825	8.578316806	4.129546966	10	1	-999	-999
2012083	4.5	1.201667	6.016	0.596998483	0	-1.824	6.016	0.596998483	81	390	6.016	8.199719507	4.132401627	10	1	-999	-999
2012083	5	1.3525	5.15	0.550293338	0	-0.912	5.15	0.550293338	81	390	5.15	7.793385396	4.13513979	10	1	-999	-999
2012083	5.5	1.561667	5.099	0.544816003	0	0	5.099	0.544816003	81	390	5.099	7.770237452	4.137902816	10	1	-999	-999
2012083	6	1.645	5.393	0.563605932	0	8.208	5.393	0.563605932	81	390	5.393	7.909678165	4.140649138	10	1	-999	-999
2012083	6.5	1.578333	5.583	0.573685185	0	119.472	5.583	0.573685185	81	390	5.583	8.000391518	4.143410575	10	1	-999	-999
2012083	7	0.9041668	7.615	0.667028142	0	310.992	7.615	0.667028142	81	390	7.615	8.957373188	4.146340679	10	1	-999	-999
2012083	7.5	0.775	9.68	0.786787277	0	549.936	9.68	0.786787277	81	390	9.68	9.930483439	4.149591828	10	1	-999	-999
2012083	8	0.8533334	10.41	0.844885421	0	787.056	10.41	0.844885421	81	390	10.41	10.27577425	4.152831863	10	1	-999	-999
2012083	8.5	1.0225	11.4	0.901911591	0	1013.232	11.4	0.901911591	81	390	11.4	10.74366654	4.156079086	10	1	-999	-999
2012083	9	1.345	12.46	0.996858853	0	1210.224	12.46	0.996858853	81	390	12.46	11.2443015	4.159467462	10	1	-999	-999
2012083	9.5	1.395833	13.23	1.051593551	0	1387.152	13.23	1.051593551	81	390	13.23	11.60889532	4.162851867	10	1	-999	-999
2012083	10	1.205833	14.33	1.133690147	0	1541.28	14.33	1.133690147	81	390	14.33	12.12867666	4.166277793	10	1	-999	-999
2012083	10.5	1.619167	14.62	1.159336775	0	1671.696	14.62	1.159336775	81	390	14.62	12.26775226	4.169686292	10	1	-999	-999
2012083	11	1.881667	15.14	1.212104539	0	1783.872	15.14	1.212104539	81	390	15.14	12.51489336	4.1729237	10	1	-999	-999
2012083	11.5	2.1675	15.95	1.284611426	0	1856.832	15.95	1.284611426	81	390	15.95	12.8986042	4.176191028	10	1	-999	-999
2012083	12	2.235001	16.29	1.319625347	0	1896.048	16.29	1.319625347	81	390	16.29	13.06118208	4.179566059	10	1	-999	-999
2012083	12.5	1.945834	16.92	1.379353568	0	1899.696	16.92	1.379353568	81	390	16.92	13.35971303	4.182795694	10	1	-999	-999
2012083	13	2.165833	17.66	1.434466739	0	1877.808	17.66	1.434466739	81	390	17.66	13.70997642	4.18592825	10	1	-999	-999
2012083	13.5	2.639167	18.59	1.532389807	0	1820.352	18.59	1.532389807	81	390	18.59	14.1496875	4.189036482	10	1	-999	-999
2012083	14	3.080832	19.43	1.644568174	0	1734.624	19.43	1.644568174	81	390	19.43	14.5470925	4.192266467	10	1	-999	-999
2012083	14.5	3.183333	20.55	1.828101277	0	1600.56	20.55	1.828101277	81	390	20.55	15.07633937	4.195697843	10	1	-999	-999
2012083	15	3.375833	20.81	1.873108126	0	1430.016	20.81	1.873108126	81	390	20.81	15.20176974	4.199114348	10	1	-999	-999
2012083	15.5	3.656667	20.97	1.895796984	0	1243.056	20.97	1.895796984	81	390	20.97	15.28098841	4.20246724	10	1	-999	-999
