"","DAY","DCAN (kPa)","PLC","YSOIL (MPa)","YPD (MPa)","YMD (MPa)","ECRIT (mmol m-2 s-1)","Leaf NSC (gC m-2)","Stem NSC (gC m-2)","Root NSC (gC m-2)","GS (mmol m-2 s-1)","EC (mmol m-2 s-1)","GPP (mmol m-2 s-1)","SMshall","SMdeep","SMrock","RHIZFshall (mmol m-2 s-1)","RHIZFdeep (mmol m-2 s-1)","RHIZFrock (mmol m-2 s-1)","FinRootCshall (gC m-2 grd)","FinRootCdeep (gC m-2 grd)","FinRootCrock (gC m-2 grd)","MicrobNshall (gN m-2 grd)","MicrobNdeep (gN m-2 grd)","MicrobNrock (gN m-2 grd)","LitterNshall (gN m-2 grd)","LitterNdeep (gN m-2 grd)","LitterNrock (gN m-2 grd)","PlantN (gN m-2 grd)","LAI (m2 m-2)","RLA (m2 m-2)","RA shall (m2 m-2","RA deep (m2 m-2)","RA rock (m2 m-2)"
"29",29,1.9095645866539,59.62004,-1.54955,-1.61938,-2.334305,1.38534666666667,26.077325,55.721875,381.404,15.5821,0.210667172916667,1.96273407388678,0.193946031438957,0.196828479166667,0.29869600394692,0.0379071191666667,0.1702057125,6.43821410416667e-05,25.3832366666667,25.16125,0.0050825725,4.51581083333333,6.10592791666667,1.9757219375,2.117797125,3.12794895833333,1.32423243958333,1.59355291666667,1.95834,2.00301020833333,0.4148343125,0.573612833333333,0.0115527660416667
"30",30,1.86766335564922,60.38592,-1.6365275,-1.6744525,-2.51041,1.32693208333333,25.945575,55.563075,381.6705,16.433375,0.203516880333333,1.99074007063243,0.193064690563006,0.195786479166667,0.298696202285153,0.0403049295833333,0.162685127291667,6.78776950416667e-05,25.3884541666667,25.1612420833333,0.00511348376041667,4.49583375,6.07174333333333,1.94397616666667,2.09729772916667,3.12192708333333,1.31668417708333,1.58676020833333,1.958414375,2.00316729166667,0.414879729166667,0.573568083333333,0.011552245
"31",31,1.81770955081739,62.10078,-1.717215,-1.78394,-2.56559,1.26958645833333,25.53835,55.21265,381.89025,15.880625,0.194315908333333,1.89546263444747,0.192346447466009,0.194790270833333,0.298698164923517,0.0352061937083333,0.155019552083333,7.55751997916667e-05,25.3936610416667,25.1611583333333,0.00526096348125,4.47662541666667,6.03817979166667,1.91299177083333,2.07531354166667,3.11426458333333,1.30796749791667,1.57570833333333,1.96248166666667,1.99967770833333,0.414925,0.573521770833333,0.011553226875
"32",32,2.16554622519698,63.5184,-1.8121925,-1.815105,-2.68786,1.191523125,23.1403,53.3081,381.89175,13.006575,0.1829334493125,1.68733484422352,0.191448033301026,0.193861395833333,0.29870125971178,0.0462383945208333,0.135837008541667,7.406760775e-05,25.394974375,25.1608522916667,0.0054898174625,4.46038270833333,6.004409375,1.8826810625,2.04551222916667,3.10617916666667,1.29801047083333,1.53559270833333,1.98999041666667,1.972159375,0.414943083333333,0.573501041666667,0.011555853125
"33",33,2.00347676393181,64.964,-1.904665,-1.91786,-2.647085,1.11310041666667,21.567075,50.5069,381.402,12.1171,0.1654172346875,1.71097546256535,0.190535466452648,0.193043125,0.298705148160034,0.0345273394583333,0.129710429375,7.96052491666667e-05,25.3920016666667,25.1603389583333,0.00577936877083333,4.44603208333333,5.96894854166667,1.8529315,2.0082116875,3.09759270833333,1.2866781,1.49632,2.02061625,1.94209333333333,0.414929166666667,0.573510958333333,0.01155990875
"34",34,0.757071842929698,66.33592,-1.969625,-2.0081875,-2.4393075,1.06248916666667,20.682175,48.2264,380.492,19.29385,0.0659685717708333,1.75567337844935,0.190146679016465,0.192354020833333,0.298714535704546,0.00251252747916667,0.0613962471458333,6.56456938541667e-05,25.3935864583333,25.1599829166667,0.00650097380416667,4.42693104166667,5.93142270833333,1.8237600625,1.97930777083333,3.08846875,1.27387495208333,1.46749729166667,2.04535,1.91817166666667,0.4149433125,0.573488229166667,0.011568586875
"35",35,0.504283739661122,17.66778,-1.11015,-2.031,-1.49818,1.32627979166667,21.83115,47.93125,379.51675,53.01165,0.104681355208333,0.975414560838621,0.228504848146412,0.193280041666667,0.298751518427586,0.253721816458333,-0.117592122083333,7.53036414583333e-05,25.4010308333333,25.1607035416667,0.00851388805,4.40230333333333,5.892426875,1.79521947916667,1.961044875,3.07888375,1.25961879583333,1.471923125,2.04535,1.91843729166667,0.414987354166667,0.57341925,0.0115933183333333
"36",36,0.795042188140479,54.06276,-0.998361,-1.1466025,-2.048505,1.58001770833333,22.81175,48.08975,378.62775,47.15415,0.226672189291667,2.69484194689298,0.254941675054074,0.1951885625,0.298779456137481,0.3511794905,-0.103282874416667,5.50607114583333e-05,25.4076820833333,25.1606525,0.00991644102083333,4.37691833333333,5.85357916666667,1.76747589583333,1.94523683333333,3.06875458333333,1.2438096125,1.47588375,2.04535,1.91863520833333,0.415029854166667,0.573359958333333,0.0116102266666667
"37",37,1.39403657950044,54.1377,-0.9992125,-1.17741,-1.9822975,1.58876583333333,24.3067,48.826,377.707,29.5,0.256152542708333,3.09041790668719,0.246659636397098,0.195818125,0.298813532957866,0.360122766666667,-0.0857460354166667,5.00668341666667e-05,25.4324539583333,25.1615333333333,0.0124922461020833,4.35670645833333,5.81647125,1.74055422916667,1.91612795833333,3.057801875,1.22619040416667,1.48330479166667,2.04535,1.91934791666667,0.4152011875,0.573159541666667,0.0116392533333333
"38",38,1.76386553140613,55.24486,-1.01355,-1.1659025,-2.0497475,1.593723125,25.143625,49.8295,376.98875,24.027725,0.2736403125,2.79066850043156,0.238597345594677,0.196322354166667,0.29885460807747,0.3591099625,-0.071988064375,4.862377875e-05,25.4605160416667,25.1626383333333,0.0155817405166667,4.339399375,5.781416875,1.71449241666667,1.88169654166667,3.046474375,1.20644325625,1.488233125,2.04535,1.920171875,0.415396291666667,0.572929166666667,0.0116745433333333
"39",39,1.78910109975577,56.25106,-1.045775,-1.1528175,-2.14089,1.593236875,25.467,50.71955,376.57125,23.168425,0.253415462083333,2.70518414661665,0.230919887267016,0.1967215625,0.298892658286834,0.315431744583333,-0.045560038125,4.47700615208333e-05,25.480680625,25.163224375,0.0184721121458333,4.32223458333333,5.74780541666667,1.68932045833333,1.84903883333333,3.03472604166667,1.18428285,1.48922125,2.04535,1.92078083333333,0.415534875,0.5727568125,0.01170840125
"40",40,1.53695247038903,55.97014,-1.0925475,-1.129135,-2.01976,1.5817525,25.889725,51.417575,376.38925,24.5707,0.234936703125,2.73903858844641,0.224282793121991,0.196979208333333,0.29893971528166,0.280881875,-0.0406239997916667,4.54996066666667e-05,25.501353125,25.1642572916667,0.0220729103104167,4.30405,5.71519666666667,1.6649694375,1.81931360416667,3.02213145833333,1.15938374375,1.48986770833333,2.04535,1.92142583333333,0.415669354166667,0.572579395833333,0.011751238125
"41",41,1.59085713886121,57.14574,-1.143335,-1.227295,-2.0774625,1.54950104166667,26.14245,51.9941,376.315,22.106775,0.21150198125,2.69718866470117,0.218088502403254,0.197219291666667,0.298985149187285,0.230427730208333,-0.02353767375,4.47112704166667e-05,25.5223372916667,25.1649175,0.0255775167604167,4.28877520833333,5.68429708333333,1.64144766666667,1.7824095625,3.00472104166667,1.13135322291667,1.49272104166667,2.04555416666667,1.92207416666667,0.415810416666667,0.572396708333333,0.0117929708333333
"42",42,1.82280851403771,58.24486,-1.188665,-1.25597,-2.1387025,1.51412291666667,25.40905,51.9546,376.368,19.8909,0.227420645208333,2.45488882283769,0.212994395642371,0.1972604375,0.299028473492129,0.2050016883,0.0108933260416667,4.7607085625e-05,25.5393897916667,25.1651808333333,0.0289251752979167,4.27590916666667,5.65476770833333,1.61883747916667,1.73560920833333,2.98204958333333,1.099604925,1.48284083333333,2.055809375,1.913443125,0.415925166666667,0.572241520833333,0.0118333685416667
